,len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
3993,34,3,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,9,1,0,0,0,0,0,195,9,613,-1,http://www.conferencealerts.com/peace.htm,0
3997,20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,141,27,1495,-1,http://www.jinhuigroup.com/,0
3998,45,4,0,0,24,3,15,2,3,0,10,7,9,6.666666667,0,6,3,0,0,0,0,0,19,5,131,4218,http://ratingpost.info/cp/banque_fr/auth_user/bin...,1
3999,21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,208,20,38,-1,http://www.florislondon.com/,0
4000,29,2,0,1,5,1,24,3,1,0,16,7.333333333,3,3,0,0,0,0,0,0,0,0,228,0,364,92701,http://www.press-enterprise.com/nie/,0
4002,66,5,0,0,22,3,18,3,3,0,11,5.333333333,11,6,0,26,3,0,0,0,0,0,-1,-1,-1,-1,http://cosmeticpro.com.au/wp-includes/js/payca/4755c185cfc45c70dbaf257...,1
4003,20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.manhattancc.org/,0
4006,45,6,0,0,16,2,11,3,2,0,4,3,11,6.5,0,18,4,0,0,0,0,0,-1,-1,-1,-1,http://www.naas.ae/ac/googledrive/contactform.php...,1
4008,57,6,0,0,26,3,18,3,3,0,10,5.333333333,11,7.333333333,0,13,4,0,0,0,0,0,7,5,200,-1,http://www.fondobadia.com/wp-includes/pomo/comcast/index.html...,1
4010,66,5,0,1,23,3,15,3,3,0,9,4.333333333,11,6.333333333,0,28,3,0,0,0,0,0,-1,-1,-1,-1,http://nuli-toys.co.il/wp-includes/pomo/data/6f508350cde9a3c0325e55240...,1
4011,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,217,23,372,-1,http://www.amarujala.com/,0
4012,23,3,0,0,7,1,15,4,1,0,4,3,5,5,0,1,0,0,0,0,0,0,-1,-1,-1,-1,http://www.ipv7.com.br/wells/k,1
4013,59,4,0,1,1,0,23,4,0,0,13,5,0,0,0,35,1,3,0,0,0,0,120,24,18,-1,http://www.fanbase-links.co.uk/manchester_city_football_links.html,0
4014,16,2,0,0,1,0,15,3,0,0,8,4.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://olympics.fhw.gr/,0
4016,21,1,0,0,1,0,20,2,0,0,16,9.5,0,0,0,0,0,0,0,0,0,0,149,79,164,-1,http://coffeebeandirect.com/,0
4017,16,2,0,0,1,0,15,3,0,0,5,4.333333333,0,0,0,0,0,0,0,0,0,0,159,9,131,32258,http://creme.dcode.org/,0
4018,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,238,62,369,-1,http://www.airribs.com/,0
4019,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,318,10,146,-1,http://www.wcscnet.com/,0
4020,43,6,1,0,1,0,19,3,0,0,13,5.666666667,0,0,0,23,4,1,0,0,0,0,-1,-1,-1,-1,http://confirmpage50.at.ua/incorrect_email.html...,1
4021,66,7,0,0,8,1,15,2,1,0,11,7,6,6,0,7,2,0,36,1,30,0,147,33,80,-1,http://kiltonmotor.com/others/m.i.php?rand=13inboxlightaspxn.177425641...,1
4022,28,2,0,0,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,194,10,125,11228,http://www.alexandraandnicolay.com/,0
4023,40,3,0,0,11,1,18,3,1,0,10,5.333333333,9,9,0,11,1,0,0,0,0,0,268,8,117,30309,http://www.mindspring.com/~mfpatton/sclinic.htm,0
4025,46,4,0,0,1,0,26,4,0,0,16,5.75,0,0,0,19,1,1,0,0,0,0,132,12,383,-1,http://www.footballteamnews.co.uk/liverpool-news.html,0
4026,66,8,0,0,42,2,20,3,2,0,14,6,36,19.5,0,4,3,0,0,0,0,0,45,3,18,-1,http://lindaparkhouse.co.uk/css/auth.inet.ent_Logon-redirectjsp.true/a...,1
4027,62,5,0,0,26,2,19,2,2,0,15,9,12,11.5,0,17,4,0,0,0,0,0,3,9,70,-1,http://consieleservice.com/impots-2016/verification/Impotss.Client...,1
4028,66,5,1,0,19,2,7,2,2,0,4,3,10,8,0,9,1,0,31,1,28,3,155,1,740,-1,http://kayo.pl/bosmet/googledocs/login.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0...,1
4030,45,5,0,0,24,3,18,3,3,0,11,5.333333333,7,6.666666667,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://petprimebra.com.br/pontos/sorteio/premios/...,1
4031,13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,201,87,905,-1,http://www.gets.com/,0
4032,66,6,1,0,1,0,49,3,0,0,32,15.66666667,0,0,0,16,4,2,0,0,0,0,36,0,331,165397338,http://updateusaaserviceagent2242424r66.rayanpersian.com/usaa.com-sec-...,1
4033,66,7,0,0,28,2,11,2,2,0,7,5,22,12.5,0,27,3,0,0,0,0,0,112,8,676,83324432,http://belasbh.com/appleid.apple.com.html/Apl/5f4a08aa87409a682e06a201...,1
4034,66,6,1,0,23,3,23,2,3,0,20,11,11,6.333333333,0,9,1,0,11,1,0,0,-1,-1,-1,-1,http://hongkongfoodparadise.ch/wp-includes/css/Zone1/login.php?.portal...,1
4035,37,2,0,0,15,2,15,2,2,0,11,7,9,6,0,7,1,0,0,0,0,0,7,5,203,-1,http://tabtimeline.com/Canada_MD/009/car.php,1
4036,17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,164,4,150,-1,http://www.delicasa.com/,0
4037,21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,203,1,311,-1,http://www.caferichesse.com/,0
4039,51,7,0,0,21,3,27,5,3,0,9,4.6,8,5.666666667,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.jurnalmts.unsyiah.ac.id/wp-admin/images/css/...,1
4040,67,4,0,0,30,4,26,4,4,0,8,5.75,9,6.25,0,11,1,0,0,0,0,0,-1,-1,-1,-1,http://academic.brooklyn.cuny.edu/education/jlemke/webs/gender/tsld002.htm,0
4041,58,5,0,1,10,2,13,3,2,0,6,3.666666667,6,3.5,0,35,3,0,0,0,0,0,-1,-1,-1,-1,http://g-doc2.com.ng/viewer/e/1ab6e5c483d9e809f65edb5c80c46c2d...,1
4042,66,5,0,0,28,4,13,3,4,0,6,3.666666667,7,5.75,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://adicon.com.cn/images/qkfiles/201507/Home/cb0860bb4c9a101443e1ae...,1
4043,16,3,0,0,1,0,15,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,-1,7,-1,110069,http://www.upsc.gov.in/,0
4044,65,5,0,0,6,1,24,3,1,0,16,7.333333333,4,4,0,35,3,0,0,0,0,0,2,9,74,-1,http://www.googledriveshare.com/BoFa/e535074b4893bc70dfbccec5857c2ee4...,1
4045,48,4,0,0,1,0,12,2,0,0,8,5.5,0,0,0,35,3,0,0,0,0,0,4,8,62,-1,http://droplbox.com/e03e16af002ac9cc591fee971dde902a...,1
4046,66,13,1,1,0,0,66,11,0,0,7,4.818181818,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://appleid.apple.net.cgi-key.confirm.eu.web.cmd.myapple.webscmd.ap...,1
4047,34,3,0,1,9,1,25,4,1,0,13,5.5,7,7,0,0,0,0,0,0,0,0,-1,-1,-1,33615,http://www.math.uni-bielefeld.de/~fdlist/,0
4048,28,2,0,0,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,170,10,64,-1,http://www.professionalresumes.net/,0
4049,48,6,0,0,10,1,22,3,1,0,15,6.666666667,8,8,0,16,4,0,0,0,0,0,-1,-1,-1,-1,http://camilanormandes.com.br/director/redirect.html...,1
4050,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,210,18,583,-1,http://www.67wine.com/,0
4052,56,6,1,0,23,2,18,3,2,0,11,5.333333333,12,10,0,15,4,0,0,0,0,0,21,3,295,-1,http://www.dietadeluxe.pl/wp-admin/confirmation/question.php...,1
4053,66,5,1,9,0,0,66,3,0,0,55,20.33333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://usaa.com-sec-inet-auth-logon-ent-logon-logon-checking-secure.de...,1
4054,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,225,3,266,17009,http://www.babybjorn.com/,0
4055,18,1,0,1,1,0,17,2,0,0,13,8,0,0,0,0,0,0,0,0,0,0,174,6,24,-1,http://electro-optix.com/,0
4058,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,162,6,57,13,http://www.bestjobsus.com/,0
4059,41,3,0,0,8,1,15,3,1,0,7,4.333333333,6,6,0,18,1,1,0,0,0,0,123,4,257,10025,http://www.loebner.net/Prizef/loebner-prize.html,0
4060,27,5,0,0,1,0,26,6,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.iuxzl.usa.cc/,1
4062,66,5,0,2,9,1,36,3,1,0,26,11.33333333,7,7,0,21,3,0,0,0,0,0,180,0,351,-1,http://service-paypal-information.gtllc.com/SERVICE/3ekfrwxd6ou31ovauj...,1
4064,23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,48,84,736,98083,http://www.sandjwholesale.com/,0
4065,19,1,0,0,6,1,11,2,1,0,8,5,4,4,0,2,0,0,0,0,0,0,54,6,-1,-1,http://fantonit.ru/rent/nv,1
4066,66,6,0,0,8,2,23,4,2,0,12,5,3,2.5,0,35,3,0,0,0,0,0,-1,-1,-1,-1,http://www.cityofdreams.com.ua/tmp/pa/izrsuqnuv0pq3gny3ebutys00a5whcjn...,1
4067,50,6,1,1,1,0,20,3,0,0,14,6,0,0,0,29,4,2,0,0,0,0,-1,-1,-1,-1,http://page-fbconfirm.at.ua/account-security-page.html...,1
4068,66,4,1,0,34,4,9,2,4,0,5,4,10,7.25,0,23,3,2,0,0,0,0,7,5,222,98083,http://oyuny.com/wp-content/themes/Boutique/cache/confirm-your-account...,1
4069,62,4,0,0,32,4,20,4,4,0,8,4.25,8,6.75,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://www.bio.davidson.edu/courses/genomics/mirror/Urchin/u0maps.htm,0
4070,27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,140,40,632,-1,http://www.visualmathlearning.com/,0
4071,37,1,0,0,29,3,8,2,3,0,5,3.5,11,8.333333333,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://jafra.ae/wp-includes/dropbox/dropbox/,1
4072,18,2,0,1,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,210,6,174,-1,http://www.delhi-ivf.com/,0
4073,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,162,7,156,-1,http://www.decoty.com/,0
4075,27,5,0,0,1,0,26,6,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.ioezl.usa.cc/,1
4076,20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,189,39,698,-1,http://www.streetholes.com/,0
4077,65,5,0,0,14,2,17,2,2,0,13,8,7,5.5,0,34,4,1,0,0,0,0,14,10,341,-1,https://trademediator.com/usaaone/usaa/USAA%20_%20Welcome%20to%20USAA....,1
4078,16,2,0,0,1,0,15,3,0,0,8,4.333333333,0,0,0,0,0,0,0,0,0,0,144,12,4,-1,http://www.timesnow.tv/,0
4079,23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,183,9,90,-1,http://www.lathersnlights.com/,0
4080,18,3,0,0,1,0,17,4,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,-1,5,-1,-1,http://www.cad.polito.it/,0
4081,66,4,1,1,46,3,15,2,3,0,10,7,32,14,0,5,3,0,0,0,0,0,2,10,8,0,http://to-support.info/sig/account/47a2b48ad194df92ed8b50c0d3b2ac7e/Up...,1
4082,25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,230,118,71,-1,http://www.rogerschocolates.com/,0
4083,47,2,0,0,24,3,19,3,3,0,8,5.666666667,8,6.666666667,0,4,0,0,0,0,0,0,201,15,609,-1,http://jolitz.telemuse.net/content/books/scs_vol1/item,0
4084,20,1,0,0,1,0,12,2,0,0,8,5.5,0,0,0,7,0,0,0,0,0,0,3,9,3,0,http://fasonery.net/machine,1
4086,37,3,0,0,6,1,18,3,1,0,10,5.333333333,4,4,0,13,1,0,0,0,0,0,227,3,162,-1,http://www.infoplease.com/ipsa/A0114094.html,0
4087,66,5,0,0,9,1,27,3,1,0,20,8.333333333,7,7,0,30,3,0,0,0,0,0,70,2,313,-1,http://gz.airplanepilotlessons.com/SUCCESS/01bd4c7df00b1e277a5e4cc590a...,1
4088,17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,232,20,213,-1,http://www.marylous.com/,0
4089,18,1,0,0,1,0,17,2,0,0,13,8,0,0,0,0,0,0,0,0,0,0,109,11,20,178,http://barcelonafans.org/,0
4090,21,1,0,0,1,0,20,2,0,0,16,9.5,0,0,0,0,0,0,0,0,0,0,208,43,54,-1,http://perennialtearoom.com/,0
4091,35,3,0,0,6,1,15,3,1,0,7,4.333333333,4,4,0,14,1,0,0,0,0,0,191,25,955,95519,http://www.kidsolr.com/math/fractions.html,0
4092,41,3,0,0,18,2,16,4,2,0,4,3.25,8,7.5,0,7,0,0,0,0,0,0,-1,-1,-1,-1,https://mail.cms.math.ca/mailman/listinfo/webmath,0
4093,19,2,0,0,4,1,15,3,1,0,7,4.333333333,2,2,0,0,0,0,0,0,0,0,70,41,318,-1,http://www.gyrogeo.com/n4/,1
4094,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,181,11,19,75173,http://www.sigview.com/,0
4095,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,171,9,93,28412,http://www.wedcrafts.com/,0
4096,62,6,0,0,34,3,25,4,3,0,14,5.5,11,10,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.chalecostenaro.com.br/components/com_contact/filewords/...,1
4097,17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,202,2,243,60606,http://www.tutorace.com/,0
4098,38,3,0,0,7,1,25,3,1,0,18,7.666666667,5,5,0,6,1,0,0,0,0,0,-1,-1,-1,-1,http://naturalkillercells.com.au/adocs/G.Docs,1
4099,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,173,7,164,-1,http://www.hiandlomodern.com/,0
4100,25,2,0,0,1,0,24,3,0,0,13,7.333333333,0,0,0,0,0,0,0,0,0,0,65,7,144,24118,http://followinglink.atspace.cc/,1
4101,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,193,11,20,-1,http://www.theblueowl.com/,0
4102,66,7,0,1,28,3,19,3,3,0,11,5.666666667,14,8,0,19,3,0,0,0,0,0,4,8,64,-1,http://www.pal-kitchen.com/wp-admin/es/impots.gouv.fr/39596809a4030387...,1
4104,66,5,1,1,1,0,15,2,0,0,12,7,0,0,1,14,1,1,36,2,17,1,-1,-1,-1,-1,http://service-info.gq/user-login.php?cmd=_flow&SESSION=bjnt53IvHXGxgW...,1
4105,75,2,0,0,48,3,27,3,3,0,19,8.333333333,33,14.66666667,0,0,0,0,0,0,0,0,140,16,75,-1,http://www.totalfootballforums.com/forums/forum/32-spanish-football-forum-la-liga/,0
4106,66,5,0,0,48,7,15,3,7,0,7,4.333333333,11,5.714285714,0,3,3,0,0,0,0,0,26,-2,21,-1,http://www.eslapaz.com/components/com_content/views/form/tmpl/fib/fib/...,1
4107,52,3,0,4,1,0,39,3,0,0,30,12.33333333,0,0,0,12,1,0,0,0,0,0,256,56,849,20910,http://ross-and-adrians-stadium-guide.webs.com/football.htm,0
4108,53,5,0,0,20,3,21,2,3,0,17,10,8,5.333333333,0,12,4,0,0,0,0,0,71,13,4,-1,http://pianolessonstampa.com/wp-admin/user/dpbx/index.php...,1
4109,42,4,0,0,13,1,19,4,1,0,7,4,11,11,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://www.vgl.ucdavis.edu/informatics/strand.php,0
4110,37,3,0,0,16,2,14,3,2,0,7,4,7,6.5,0,7,1,0,0,0,0,0,-1,-1,-1,-1,http://omegasb.com.br/images/afdftue/aol.htm,1
4111,46,8,1,0,7,1,19,4,1,0,8,4,5,5,0,9,1,0,11,1,0,0,-1,-1,-1,-1,http://www.eloahair.com.br/Zone1/login.php?.portal...,1
4112,45,5,0,0,21,2,21,3,2,0,13,6.333333333,9,9,0,3,3,0,0,0,0,0,123,9,470,224,http://www.sarminiatures.com/Insurance/Insurance/...,1
4113,60,4,0,0,43,3,14,2,3,0,10,6.5,32,13,0,3,3,0,0,0,0,0,15,9,76,-1,http://hamzadates.com/new/sess/0841daccd5fc33e87c2c291eb38ee88e/...,1
4115,50,6,0,0,12,1,35,4,1,0,24,8,10,10,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.carameladafestasinfantis.com.br/eTLf4X6txC/...,1
4116,22,1,0,0,12,2,10,2,2,0,7,4.5,6,4.5,0,0,0,0,0,0,0,0,-1,1,-1,422003,http://mekisan.in/web/online/,1
4118,66,6,1,0,42,6,15,3,6,0,6,4.333333333,10,5.833333333,0,9,4,0,0,0,0,0,70,50,310,11,http://demo.apppli.com/eyefitu/wp-content/uploads/2015/03/login/websc....,1
4119,25,2,0,0,1,0,24,3,0,0,17,7.333333333,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://textilescommittee.nic.in/,0
4120,30,2,0,0,19,2,11,3,2,0,3,3,8,8,0,0,0,0,0,0,0,0,272,28,408,32258,http://www.npr.org/sections/business/,0
4121,46,5,0,0,6,1,18,2,1,0,14,8.5,4,4,0,13,1,1,9,1,4,0,87,33,1672,-1,http://uppermcdonalds.com/aero/connect_i.php?fid=4...,1
4122,34,3,0,0,5,1,27,4,1,0,16,6,3,3,0,2,0,0,0,0,0,0,-1,-1,-1,-1,http://www.intuitivaeventos.com.br/mgs/es,1
4123,31,3,0,0,17,2,14,4,2,0,4,2.75,7,7,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www2.let.uu.nl/Uil-OTS/Lexicon/,0
4124,61,4,0,0,47,3,11,2,3,0,8,5,32,14.33333333,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://gtahouse.ca/wp-content/a/d789c9ed66d653e4683d28fc83566981/...,1
4125,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,92,4,250,34580,http://www.cesran.org/,0
4126,46,5,0,0,18,2,15,3,2,0,9,4.333333333,8,7.5,0,13,3,0,0,0,0,0,98,10,45,-1,http://tapasplus.co.uk/wp-admin/network/Newdropbox...,1
4127,64,5,0,0,43,2,18,3,2,0,11,5.333333333,32,20,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://qgcartuchos.com.br/document/1ee0e16fc329ee1620922dc90413cb6c/...,1
4128,17,3,0,0,1,0,16,4,0,0,6,3.25,0,0,0,0,0,0,0,0,0,0,227,97,685,-1,http://www.neuron.co.uk/,0
4129,66,5,0,0,28,3,24,3,3,0,17,7.333333333,9,8,0,14,3,0,0,0,0,0,-1,-1,-1,-1,http://www.lacrecheenchantee.lu/libraries/joomla/documento/bf49864035a...,1
4130,33,2,0,0,19,2,14,3,2,0,7,4,8,8,0,0,0,0,0,0,0,0,74,10,72,48157,http://www.laester.tv/wp-admin/Investor/,1
4131,66,5,1,1,36,7,23,2,7,0,19,11,7,4,0,7,3,0,0,0,0,0,3,9,85,-1,http://mabanque-bnpparibas.net/~ameli/login/amli.fr/free/sm/oo/ve/Port...,1
4132,31,2,0,1,1,0,30,3,0,0,17,9.333333333,0,0,0,0,0,0,0,0,0,0,192,11,46,94043,http://fcbarcelona-spain.blogspot.com/,0
4133,37,2,0,0,14,1,20,3,1,0,10,6,12,12,0,3,0,0,0,0,0,0,152,4,288,94043,http://feeds.feedburner.com/physicstoday/pt1,0
4134,37,3,0,0,15,2,13,2,2,0,9,6,8,6,0,9,1,0,0,0,0,0,16,8,129,-1,http://conexeduc.com/.refresh/page/index.php,1
4135,14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,148,32,527,-1,http://www.newsx.com/,0
4136,66,5,0,0,38,5,21,3,5,0,14,6.333333333,10,6.4,0,7,3,0,0,0,0,0,-1,-1,-1,-1,http://onebeautystore.com.br/downloader/lib/Mage/Backup/Exception/subs...,1
4137,27,3,0,0,1,0,26,4,0,0,16,5.75,0,0,0,0,0,0,0,0,0,0,30,6,548,-1,http://www.barcelonatickets.co.uk/,0
4138,43,3,0,0,9,1,22,3,1,0,14,6.666666667,7,7,0,12,1,0,0,0,0,0,196,32,679,183019060,http://www.robinlionheart.com/gamedev/genres.xhtml,0
4139,66,5,0,0,30,5,16,3,5,0,8,4.666666667,7,4.8,0,20,3,1,0,0,0,0,20,4,619,-1,http://www.gosgmart.com/image/catalog/demo/product/-/direction-general...,1
4141,45,6,0,1,14,2,18,3,2,0,11,5.333333333,7,5.5,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://e-techgroup.com.au/zz10/jcastle/online.htm...,1
4142,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,181,23,59,-1,http://www.1stresumes.com/,0
4143,17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,167,1,373,-1,http://www.javavino.com/,0
4144,62,6,0,1,37,2,22,4,2,0,12,4.75,32,17,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.micro-unique.co.za/ff/5da6047a69cb262dde237f05ccb09778/...,1
4145,44,5,1,0,22,4,12,2,4,0,8,5.5,6,4.25,0,10,4,0,0,0,0,0,5,7,75,-1,http://kinaroth.com/ftp/confi/secure/new/web.php...,1
4146,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,170,82,478,-1,http://www.readingcoffee.com/,0
4147,25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,198,6,1640,-1,http://www.harmonybaycoffee.com/,0
4148,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,148,68,487,-1,http://www.sidneyimports.com/,0
4149,66,4,0,0,43,4,11,2,4,0,7,5,19,9.5,0,12,3,0,0,0,0,0,10,2,284,-1,http://2dayads.com/wp-content/upgrade/US/9cdfb439c7876e703e3/029ec4608...,1
4150,66,7,1,0,42,6,15,3,6,0,7,4.333333333,13,5.833333333,0,9,3,0,0,0,0,0,61,11,22,214000,http://www.gkjx168.com/images?http://us.battle.net/login/http://dyfdzx...,1
4151,66,5,1,0,41,4,16,3,4,0,9,4.666666667,12,9,0,9,3,0,0,0,0,0,118,30,-1,-1,http://www.eurosepal.pt/doc/attachment/notification/information/secure...,1
4153,31,2,0,0,14,2,17,3,2,0,9,5,8,5.5,0,0,0,0,0,0,0,0,214,2,550,-1,http://www.angelfire.com/mo2/Venegoni/,0
4154,34,1,1,0,16,2,18,2,2,0,14,8.5,8,6.5,0,0,0,0,0,0,0,0,167,13,2,43220,http://blairunlimited.com/includes/login/,1
4156,55,5,0,0,32,8,20,3,8,0,13,6,10,2.875,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://jadwigaorunia.gda.pl/wp-content/upgrade/A/M/A/Z/O/N/...,1
4157,57,6,0,0,17,3,37,4,3,0,26,8.5,6,4.333333333,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.terapiaexperienciasomatica.com.br/images/psp/note/...,1
4158,56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.icurl.usa.cc/account/app/svc/login.html...,1
4161,29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,215,25,838,-1,http://www.strategictransitions.com/,0
4162,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,31,53,162,-1,http://www.sorawholesale.com/,0
4163,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,161,7,2344,685163797,http://www.lcsmith.org/,0
4164,31,2,0,0,17,1,14,3,1,0,6,4,15,15,0,0,0,0,0,0,0,0,21,3,258,-1,http://www.hymesh.net/kowloinvestment/,1
4165,23,3,0,0,1,0,22,4,0,0,11,4.75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.dabasmuzejs.gov.lv/,0
4166,37,2,0,0,1,0,36,3,0,0,16,11.33333333,0,0,0,0,0,0,0,0,0,0,111,9,124,24118,http://sadfgsdhgertyw35.scienceontheweb.net/,1
4168,33,3,0,0,5,1,21,4,1,0,10,4.5,3,3,0,7,0,0,0,0,0,0,-1,-1,-1,-1,http://www.farmafocus.com.br/one/dropbox,1
4169,66,5,0,3,1,0,36,3,0,0,30,11.33333333,0,0,0,29,3,1,0,0,0,0,-1,-1,-1,-1,http://autoscout24-europe-used-carsft.eu.pn/classified28878432016asrc=...,1
4170,24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,197,55,304,-1,http://www.explorelearning.com/,0
4171,65,4,0,0,46,3,16,2,3,0,12,7.5,32,14,0,3,3,0,0,0,0,0,52,8,42,4444000,http://vertebraledu.org/logs/apache/7a84f4a724de82159ebf517babd24a64/...,1
4172,64,5,0,0,38,4,23,3,4,0,17,7,11,8.25,0,3,3,0,0,0,0,0,39,9,895,-1,http://ringtonsfranchise.co.uk/wp-includes/SimplePie/Parse/standard/...,1
4173,66,5,0,0,17,2,24,3,2,0,17,7.333333333,11,7,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://www.crestemcudragoste.ro/wp-includes/css/4bb243834f28fa32dfeffd...,1
4174,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.csiorg.org/,0
4175,53,5,0,0,7,1,11,2,1,0,7,5,5,5,0,35,4,0,0,0,0,0,4,8,70,-1,http://icctips.com/small/vr1Up000wejhuweUSDYAH00MAIL.html...,1
4176,50,5,0,0,6,1,32,2,1,0,28,15.5,4,4,0,12,4,0,0,0,0,0,57,3,273,180004,http://ehsasfoundationinternational.org/bobb/index.php...,1
4177,66,5,0,0,15,3,27,3,3,0,19,8.333333333,5,3.666666667,0,24,3,0,0,0,0,0,60,0,753,60586,http://www.plainfieldriverdays.com/js/ajax/bobbu/30b9dec83b0ac973fb6ed...,1
4178,66,4,0,0,28,3,14,2,3,0,10,6.5,11,8,0,24,3,0,0,0,0,0,51,9,107,28037,http://autohausnc.com/wp-includes/images/smilies/c6443d12a527b3991b546...,1
